gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
YWHAZ,84.43179815,4.076872252,0.183606513,22.20439888,3.11E-109,2.05E-108
ZNF706,45.6634151,3.745788832,0.177365687,21.11901627,5.32E-99,3.09E-98
NCALD,42.21218829,3.956599468,0.263709947,15.00360344,6.95E-51,1.95E-50
RRM2B,44.09857578,3.945371262,0.23454319,16.82151272,1.70E-63,5.82E-63
UBR5,99.11459071,5.054246429,0.220465314,22.92535884,2.60E-116,1.84E-115
KLF10,13.39702991,2.164990192,0.228887819,9.458739207,3.12E-21,5.30E-21
AZIN1,5.703785462,0.814299456,0.216930026,3.753742483,0.000174214,0.000209628
ATP6V1C1,59.08445539,4.382721095,0.222732535,19.67705842,3.39E-86,1.65E-85
BAALC,17.0127248,2.518689423,0.208045386,12.10644213,9.76E-34,2.04E-33
FZD6,9.917317885,1.808480409,0.249926784,7.23604082,4.62E-13,6.79E-13
SLC25A32,5.60133946,0.890299942,0.225226929,3.952901844,7.72E-05,9.39E-05
DCAF13,40.60087143,3.638446007,0.228465741,15.92556502,4.21E-57,1.30E-56
RIMS2,390.4914982,7.180501124,0.206498126,34.77271811,6.29E-265,1.75E-263
LRP12,32.26246419,3.550871888,0.23442132,15.14739314,7.88E-52,2.24E-51
ANGPT1,35.08960919,3.57912939,0.259968833,13.7675326,4.00E-43,9.75E-43
EIF3E,2.153418793,-1.817129792,0.115526256,-15.7291499,9.55E-56,2.89E-55
EMC2,23.95542909,2.943541512,0.239361056,12.29749553,9.34E-35,1.98E-34
NUDCD1,6.402251469,0.999161777,0.206437075,4.840030696,1.30E-06,1.65E-06
ENY2,32.30920677,3.049746141,0.220209217,13.84931195,1.28E-43,3.16E-43
EBAG9,40.50047391,3.865271264,0.251259519,15.3835814,2.11E-53,6.15E-53
SYBU,355.4754845,7.055919427,0.187189476,37.6939963,0,0
CSMD3,91.03028859,5.09611511,0.234178813,21.7616404,5.36E-105,3.35E-104
TRPS1,8.111390848,1.000277216,0.209195203,4.781549487,1.74E-06,2.20E-06
EIF3H,19.27068578,2.259843998,0.2253586,10.02776909,1.15E-23,2.04E-23
UTP23,54.81567614,4.25456374,0.197707801,21.51945299,1.02E-102,6.26E-102
RAD21,16.10077925,2.372652495,0.249811996,9.497752442,2.14E-21,3.65E-21
EXT1,102.320512,3.955843594,0.201400409,19.64168605,6.81E-86,3.29E-85
SAMD12,110.7431517,5.368328532,0.198417293,27.05574924,3.27E-161,3.83E-160
AC023590.1,35.32146425,3.719314386,0.263658665,14.10655091,3.46E-45,8.78E-45
MAL2,342.7398749,7.013974883,0.223009564,31.45145324,4.01E-217,7.70E-216
ENPP2,24.90725359,3.089649817,0.239799652,12.88429651,5.52E-38,1.23E-37
TAF2,88.58313316,4.96025566,0.239881758,20.67791945,5.48E-95,2.99E-94
DSCC1,21.29280462,2.932193268,0.238813584,12.27816787,1.19E-34,2.51E-34
COL14A1,49.30969871,4.204619206,0.220522564,19.06661673,4.78E-81,2.15E-80
MRPL13,10.92628181,1.705715286,0.230151007,7.411287533,1.25E-13,1.86E-13
MTBP,380.2587029,7.08932362,0.151486913,46.79825773,0,0
HAS2,29.16984527,2.265984526,0.224113477,10.11088024,4.94E-24,8.82E-24
ZHX2,197.0615686,6.192258552,0.204341404,30.30349424,1.03E-201,1.73E-200
DERL1,12.0195952,2.059974386,0.241510873,8.529530626,1.47E-17,2.33E-17
TBC1D31,78.5915895,4.850512598,0.251514848,19.28519387,7.15E-83,3.33E-82
C8orf76,4.372638538,0.436664556,0.212666713,2.053281165,0.040045316,0.044067689
ZHX1,143.2405789,5.657724108,0.203625679,27.78492439,6.60E-170,8.50E-169
FBXO32,6.968188837,0.901717087,0.224440415,4.0176235,5.88E-05,7.17E-05
TRMT12,4.306353644,0.53311441,0.214049449,2.490613325,0.012752282,0.014357157
RNF139-AS1,104.945306,5.301678809,0.270368528,19.60908264,1.29E-85,6.22E-85
RNF139,101.1013417,5.183028522,0.183162036,28.29750446,3.71E-176,5.03E-175
NDUFB9,19.18389401,2.412792813,0.243012065,9.928695587,3.12E-23,5.50E-23
MTSS1,26.57158216,3.25653657,0.251722261,12.93702255,2.78E-38,6.22E-38
SQLE,131.7016601,5.598377496,0.226436072,24.72387657,5.92E-135,5.25E-134
NSMCE2,38.31842073,3.603028988,0.228093197,15.79630188,3.30E-56,1.01E-55
TRIB1,52.69974279,4.290878784,0.239555178,17.91185986,9.53E-72,3.73E-71
MYC,26.20716327,3.144221667,0.24395328,12.88862223,5.22E-38,1.16E-37
PVT1,47.27645146,3.77063554,0.245994069,15.32815628,4.96E-53,1.43E-52
FAM49B,13.65028091,2.164256485,0.227698483,9.504922739,2.00E-21,3.41E-21
ASAP1,7.483763192,0.989981636,0.220891782,4.481749512,7.40E-06,9.22E-06
EFR3A,70.39276781,4.575190203,0.205054762,22.31204076,2.82E-110,1.88E-109
LRRC6,28.02563505,3.366828336,0.248452284,13.551207,7.79E-42,1.85E-41
PHF20L1,34.08431718,3.44873477,0.172726489,19.96644984,1.08E-88,5.41E-88
ST3GAL1,12.29774152,2.070404517,0.214328829,9.659944136,4.46E-22,7.70E-22
ZFAT,7.459644887,1.36754268,0.223618629,6.115513209,9.62E-10,1.32E-09
KHDRBS3,89.14883837,5.023628855,0.216039525,23.25328594,1.32E-119,9.67E-119
TRAPPC9,194.661831,6.089524149,0.197234645,30.87451568,2.63E-209,4.66E-208
CHRAC1,24.41743117,3.123533395,0.264321064,11.81719438,3.18E-32,6.49E-32
AGO2,57.24922166,4.192584301,0.253606475,16.53185038,2.16E-61,7.18E-61
PTK2,70.40099951,4.460136334,0.229281994,19.45262361,2.77E-84,1.31E-83
SLC45A4,5.021110617,0.77053224,0.214867539,3.586080261,0.000335686,0.000400421
TSNARE1,16.51578258,2.575848876,0.234150985,11.00080307,3.79E-28,7.23E-28
JRK,33.42189985,3.613679893,0.203772957,17.73385416,2.30E-70,8.81E-70
LY6E,35.14040839,3.309262865,0.226892268,14.5851725,3.49E-48,9.32E-48
TOP1MT,154.0536096,5.815133451,0.198778789,29.25429554,3.96E-188,5.89E-187
EEF1D,4.082169823,-1.278119198,0.1683437,-7.592319767,3.14E-14,4.72E-14
TSTA3,55.88937969,4.213877319,0.225187871,18.71271883,3.90E-78,1.68E-77
ZNF623,6.486142569,1.158571741,0.232053917,4.992683403,5.95E-07,7.64E-07
ZNF707,82.70401427,4.956182854,0.232900098,21.28029525,1.73E-100,1.02E-99
FAM83H,94.93430084,5.156699024,0.244030712,21.13135265,4.10E-99,2.38E-98
SCRIB,22.11745773,2.931891966,0.233703721,12.54533714,4.22E-36,9.14E-36
PUF60,2.190879149,-1.094040552,0.159388689,-6.86397863,6.70E-12,9.62E-12
NRBP2,44.65524959,4.014940004,0.180484284,22.24537177,1.25E-109,8.25E-109
EPPK1,18.36490666,2.758256459,0.250728504,11.00096885,3.78E-28,7.22E-28
PLEC,90.51123203,4.753863668,0.219094906,21.69773706,2.16E-104,1.34E-103
GRINA,94.6575627,5.077890213,0.24981076,20.32694754,7.43E-92,3.88E-91
EXOSC4,38.12588344,3.715832094,0.236540733,15.70905801,1.31E-55,3.96E-55
GPAA1,34.42938032,3.479522571,0.240949456,14.44088162,2.86E-47,7.53E-47
CYC1,16.2255597,2.180947978,0.238755768,9.134639973,6.56E-20,1.09E-19
SHARPIN,33.46421903,3.426742033,0.231795079,14.78349775,1.87E-49,5.12E-49
MAF1,26.99421049,2.936951334,0.222087435,13.22430213,6.35E-40,1.46E-39
MROH1,25.36447822,3.1907594,0.222018982,14.37156127,7.81E-47,2.04E-46
HSF1,135.4524421,5.537055193,0.223336848,24.79239423,1.08E-135,9.73E-135
DGAT1,71.62893097,4.736338313,0.202905529,23.34257886,1.64E-120,1.22E-119
FBXL6,33.19520912,3.575442873,0.241076134,14.83117727,9.21E-50,2.53E-49
CPSF1,89.40633604,4.983373672,0.155826933,31.98018202,2.06E-224,4.16E-223
VPS28,120.2848714,4.999040416,0.223707216,22.346353,1.31E-110,8.75E-110
TONSL,62.04909371,4.506662061,0.237977471,18.93734749,5.62E-80,2.48E-79
CYHR1,39.6963873,3.793103998,0.217011463,17.47881859,2.08E-68,7.75E-68
MFSD3,12.75939729,2.153473765,0.239517692,8.990875562,2.45E-19,4.02E-19
RECQL4,212.8382391,6.283151203,0.203981004,30.80262913,2.42E-208,4.25E-207
LRRC14,12.09767274,2.086052126,0.198936363,10.48602725,1.00E-25,1.84E-25
ZNF251,82.80748,4.915288151,0.229886194,21.38139775,1.99E-101,1.20E-100
ZNF34,28.00278161,3.367716971,0.210161768,16.02440351,8.63E-58,2.70E-57
RPL8,186.6633432,3.171900049,0.147470561,21.50869996,1.29E-102,7.88E-102
ZNF517,32.17147245,3.581701705,0.258189915,13.87235324,9.32E-44,2.30E-43
ZNF7,179.0465021,6.042574052,0.19776799,30.55385283,5.03E-205,8.62E-204
COMMD5,47.54480365,4.077942275,0.247314983,16.48886058,4.41E-61,1.45E-60
ZNF250,5.879222163,1.022659997,0.224202508,4.561322729,5.08E-06,6.36E-06
ZNF16,12.35096261,2.146748319,0.250378518,8.574011603,9.99E-18,1.59E-17
C8orf33,536.9431628,7.452787762,0.16661932,44.72943343,0,0
CBWD1,71.84164679,4.608581687,0.18931336,24.34366851,6.77E-131,5.72E-130
KANK1,26.08503872,3.165879238,0.220684366,14.34573409,1.13E-46,2.96E-46
SMARCA2,375.1453789,6.978008141,0.189686847,36.78699007,2.98E-296,1.03E-294
VLDLR,60.95481399,4.502288286,0.224268947,20.07539763,1.21E-89,6.15E-89
RFX3,299.9841232,6.746854048,0.197109025,34.22904675,8.94E-257,2.33E-255
GLIS3,38.55721073,3.45520626,0.237794918,14.53019386,7.80E-48,2.07E-47
CDC37L1,8.392266439,1.436620701,0.241567799,5.947070379,2.73E-09,3.70E-09
AK3,50.23262738,4.096278908,0.252867066,16.19933737,5.10E-59,1.63E-58
RCL1,68.56153254,4.619573789,0.212791595,21.70938088,1.67E-104,1.04E-103
JAK2,6.547635334,1.065048035,0.172151191,6.186701529,6.14E-10,8.44E-10
INSL6,6.425883541,1.174448106,0.239181443,4.910281039,9.09E-07,1.16E-06
PLGRKT,11.45341732,1.964488265,0.224848255,8.736951336,2.39E-18,3.85E-18
ERMP1,66.60644532,4.642033195,0.219691784,21.12975333,4.24E-99,2.46E-98
KIAA2026,31.02637035,3.420541557,0.222231245,15.39181207,1.86E-53,5.42E-53
RANBP6,22.96076676,3.032632277,0.232246568,13.0578131,5.74E-39,1.30E-38
UHRF2,5.414575031,0.730949126,0.20402229,3.582692498,0.000340071,0.000405562
GLDC,25.57422703,3.223515467,0.266198239,12.1094545,9.41E-34,1.96E-33
KDM4C,5.535871712,0.797200192,0.223805548,3.562021578,0.00036801,0.000438497
PTPRD,6.886849138,1.237542707,0.223040057,5.5485222,2.88E-08,3.82E-08
MPDZ,12.8434207,2.124798668,0.253105795,8.394903269,4.66E-17,7.32E-17
NFIB,13.00983427,2.011566765,0.236710388,8.498007975,1.93E-17,3.05E-17
ZDHHC21,13.4453568,2.1968134,0.219848267,9.992407168,1.65E-23,2.91E-23
FREM1,35.01479717,3.705904737,0.224460714,16.51025993,3.10E-61,1.02E-60
TTC39B,7.062461753,1.303200642,0.236019517,5.521579993,3.36E-08,4.44E-08
SNAPC3,4.301322546,0.458307107,0.217159817,2.110460004,0.034818753,0.038440695
PSIP1,2.83978415,-0.528029852,0.182723289,-2.889778608,0.003855132,0.004435014
CCDC171,4.772709046,0.604665667,0.218741381,2.764294819,0.005704597,0.006520568
BNC2,14.865434,2.183390718,0.238331876,9.161135963,5.14E-20,8.52E-20
CNTLN,91.13697968,4.941880051,0.207691468,23.79433345,3.82E-125,3.00E-124
ADAMTSL1,287.8014223,6.079914615,0.159010167,38.23601169,0,0
RRAGA,24.57862292,2.933807968,0.251821231,11.65035989,2.28E-31,4.60E-31
HAUS6,231.627339,6.373593833,0.185322131,34.39197352,3.32E-259,8.90E-258
PLIN2,16.7432224,2.196889287,0.150059983,14.64007419,1.56E-48,4.18E-48
DENND4C,17.9836658,2.669491905,0.243949728,10.94279516,7.19E-28,1.37E-27
ACER2,67.43269276,4.648898917,0.233576692,19.90309429,3.83E-88,1.90E-87
SLC24A2,154.2201194,5.859502023,0.227544375,25.75103002,3.14E-146,3.14E-145
MLLT3,156.7794773,5.883157583,0.216956904,27.11671058,6.26E-162,7.41E-161
FOCAD,38.05731414,3.630290068,0.246325895,14.73775247,3.69E-49,1.00E-48
KLHL9,47.14976971,4.130031419,0.267128794,15.46082454,6.38E-54,1.87E-53
MTAP,31.67099796,3.024873276,0.23572715,12.83209538,1.08E-37,2.40E-37
DMRTA1,67.88022003,4.659280784,0.251958539,18.49225196,2.38E-76,9.99E-76
ELAVL2,2.431360426,-0.443499433,0.176663147,-2.510424163,0.012058622,0.013601775
CAAP1,2.112544197,-0.799664034,0.161539278,-4.950276157,7.41E-07,9.48E-07
PLAA,60.73718445,4.372589236,0.224464411,19.48010032,1.62E-84,7.70E-84
IFT74,7.444969102,1.324507159,0.224970363,5.887473973,3.92E-09,5.30E-09
LRRC19,127.5756138,5.584750323,0.204554215,27.30205452,4.01E-164,4.89E-163
TEK,79.37665494,4.896853356,0.254519592,19.23959299,1.73E-82,7.96E-82
MOB3B,49.20544266,4.201719084,0.250441649,16.77723776,3.58E-63,1.22E-62
C9orf72,45.74501367,4.072768018,0.26058405,15.6293834,4.59E-55,1.38E-54
ACO1,61.16245654,4.383355707,0.250845614,17.47431672,2.25E-68,8.38E-68
DDX58,33.24419513,3.585129621,0.22933834,15.63249134,4.37E-55,1.31E-54
NDUFB6,55.66470878,3.940055426,0.232347301,16.95761221,1.69E-64,5.89E-64
APTX,31.12279514,3.384463155,0.191736299,17.65165583,9.88E-70,3.76E-69
DNAJA1,193.7563543,5.430055485,0.220693298,24.60453278,1.13E-133,9.91E-133
SMU1,19.42136875,2.682417705,0.224264857,11.96093644,5.69E-33,1.17E-32
B4GALT1,36.33612403,3.583398932,0.231874309,15.45405762,7.08E-54,2.08E-53
BAG1,9.079735461,1.450946548,0.23528605,6.166734276,6.97E-10,9.57E-10
CHMP5,17.48918442,2.23185366,0.213820307,10.43798736,1.66E-25,3.04E-25
NFX1,7.603595887,1.304611729,0.220431189,5.918453432,3.25E-09,4.40E-09
NOL6,52.48042664,4.263957703,0.224175709,19.02060544,1.15E-80,5.15E-80
ANKRD18B,4.306368443,0.536091031,0.217129716,2.468989697,0.013549512,0.015232864
UBE2R2,145.2219276,5.496120628,0.225948633,24.3246465,1.08E-130,9.08E-130
UBAP2,24.52714993,3.026296511,0.240422162,12.5874274,2.48E-36,5.38E-36
DCAF12,76.50288551,4.811256671,0.228351248,21.069544,1.51E-98,8.75E-98
UBAP1,11.52595283,1.957363265,0.249184796,7.855066988,4.00E-15,6.09E-15
KIF24,14.54250656,2.401164413,0.251394164,9.551392814,1.28E-21,2.19E-21
NUDT2,89.58010235,4.918785268,0.226474141,21.71897089,1.36E-104,8.45E-104
FAM219A,2.523726604,-0.450414313,0.173064469,-2.602581089,0.009252493,0.010487321
ENHO,4.81638593,0.707583485,0.217956525,3.246443233,0.001168568,0.001368829
CNTFR,77.92783755,4.870161448,0.263051674,18.51408648,1.59E-76,6.69E-76
RPP25L,41.27468741,3.881520301,0.257122515,15.09599539,1.72E-51,4.86E-51
DCTN3,55.79249806,3.926771315,0.24591904,15.96774008,2.14E-57,6.66E-57
SIGMAR1,6.847504726,1.104939097,0.231998792,4.762693325,1.91E-06,2.41E-06
GALT,121.2890132,5.489920021,0.200102584,27.43552783,1.03E-165,1.27E-164
IL11RA,43.86465543,4.001955111,0.252142031,15.87182866,9.93E-57,3.05E-56
DNAJB5,6.494292908,1.183121727,0.220133895,5.374554998,7.68E-08,1.01E-07
VCP,62.56202548,4.162154349,0.242305923,17.17727033,3.93E-66,1.41E-65
FANCG,6.160467571,1.087996828,0.229106554,4.748868191,2.05E-06,2.58E-06
PIGO,320.0503535,6.882444947,0.185437081,37.1147178,1.63E-301,5.76E-300
STOML2,1251.248696,8.426878129,0.159489886,52.8364422,0,0
FAM214B,18.78848262,2.70912469,0.192431581,14.0783788,5.16E-45,1.30E-44
RUSC2,9.906346462,1.631979879,0.242528669,6.7290184,1.71E-11,2.43E-11
ARHGEF39,27.76828111,3.343350113,0.204217751,16.37149607,3.06E-60,9.94E-60
TPM2,8.005832535,-2.390132734,0.188740269,-12.66360774,9.41E-37,2.06E-36
GBA2,10.15236909,1.83576427,0.232923369,7.881408721,3.24E-15,4.94E-15
RGP1,1.839928959,-0.936707982,0.158919097,-5.89424431,3.76E-09,5.09E-09
HINT2,182.9034394,5.971014038,0.200732079,29.74618735,1.94E-194,3.03E-193
TMEM8B,43.58299406,4.025992966,0.232546424,17.31264188,3.78E-67,1.38E-66
FAM221B,9.845305595,1.819921515,0.240829759,7.556879688,4.13E-14,6.19E-14
RECK,38.12832563,3.587211997,0.221493944,16.19553083,5.42E-59,1.73E-58
GLIPR2,16.91936982,2.452312861,0.25432456,9.64245398,5.29E-22,9.12E-22
GNE,12.85540703,2.12796574,0.222557472,9.561421227,1.16E-21,1.99E-21
RNF38,211.3160663,6.259156425,0.299704461,20.88442865,7.42E-97,4.19E-96
MELK,13.17608744,2.111347239,0.236710528,8.919532477,4.68E-19,7.62E-19
PAX5,73.59015242,4.787232534,0.279044341,17.15581299,5.69E-66,2.03E-65
ZCCHC7,235.750572,6.26391204,0.273599331,22.89447133,5.27E-116,3.72E-115
GRHPR,19.76793842,2.5439624,0.233140953,10.91169254,1.01E-27,1.92E-27
ZBTB5,118.6510284,5.446372633,0.218469062,24.92972044,3.54E-137,3.25E-136
POLR1E,6.253564616,1.090000513,0.240085818,4.540045395,5.62E-06,7.02E-06
FBXO10,33.99017707,3.615971558,0.164342995,22.00259018,2.72E-107,1.75E-106
TOMM5,52.01348757,3.4897651,0.2213704,15.76437092,5.47E-56,1.66E-55
FRMPD1,14.90155808,2.449324969,0.254120577,9.638436215,5.50E-22,9.48E-22
TRMT10B,17.1924296,2.612503756,0.251591926,10.38389346,2.94E-25,5.35E-25
EXOSC3,33.57285847,3.519997957,0.257566235,13.66637966,1.61E-42,3.90E-42
DCAF10,71.97289669,4.530825044,0.277658962,16.31794995,7.36E-60,2.38E-59
SLC25A51,11.97561784,2.086598476,0.235679606,8.853538545,8.48E-19,1.37E-18
ALDH1B1,59.98746626,4.459196535,0.231419335,19.26890217,9.80E-83,4.55E-82
IGFBPL1,27.72788987,3.36331205,0.237175182,14.18070822,1.21E-45,3.08E-45
ANKRD18A,70.99636879,4.735026209,0.221505668,21.3765465,2.21E-101,1.33E-100
CNTNAP3,7.24682812,1.341021286,0.224620706,5.970158802,2.37E-09,3.22E-09
ANKRD20A2,8.05798531,1.520206809,0.223945844,6.788278723,1.13E-11,1.62E-11
BMS1P14,4.548070208,0.606333737,0.226150863,2.681102913,0.007337995,0.008357716
BX255923.1,31.47792762,3.549150706,0.256276502,13.84891195,1.29E-43,3.18E-43
CBWD6,22.33034957,3.035131325,0.247876563,12.24452725,1.80E-34,3.79E-34
CNTNAP3B,6.241512934,1.083617386,0.216386762,5.007780397,5.51E-07,7.07E-07
ANKRD20A4,31.91341594,3.570466354,0.265919337,13.42687747,4.21E-41,9.87E-41
CBWD5,4.395689141,0.46904935,0.208346645,2.251293032,0.024366984,0.027147143
ANKRD20A3,23.2592907,3.107044371,0.241926767,12.84291277,9.43E-38,2.09E-37
FAM27E3,18.08585033,2.735583523,0.223536279,12.23776082,1.95E-34,4.12E-34
ANKRD20A1,40.90715843,3.93148201,0.207018815,18.99094057,2.03E-80,9.02E-80
CBWD3,111.0480495,5.373502647,0.241068754,22.29033232,4.59E-110,3.04E-109
PIP5K1B,78.55315516,4.881555908,0.238773183,20.44432233,6.75E-93,3.57E-92
FAM122A,74.69530865,4.745473979,0.242101602,19.60116723,1.51E-85,7.26E-85
FXN,6.845944312,1.194874845,0.21163521,5.645917063,1.64E-08,2.19E-08
APBA1,25.64480684,3.21578974,0.231214102,13.90827684,5.64E-44,1.40E-43
PTAR1,33.34975281,3.53838507,0.255480275,13.8499345,1.27E-43,3.14E-43
SMC5,663.0366781,7.727129622,0.173941121,44.42382328,0,0
TRPM3,5.451815286,0.904243067,0.210206545,4.30168844,1.70E-05,2.09E-05
ABHD17B,10.91563136,1.948998383,0.237408823,8.209460637,2.22E-16,3.45E-16
C9orf85,8.558897283,1.449362114,0.22641776,6.401273967,1.54E-10,2.15E-10
ZFAND5,212.2948359,6.137732018,0.143075523,42.89854673,0,0
RORB,10.72567083,1.957184476,0.245737832,7.964522445,1.66E-15,2.54E-15
C9orf40,73.46576479,4.720907875,0.190328451,24.80400507,8.12E-136,7.31E-135
PCSK5,41.01086776,3.936017008,0.254817037,15.44644366,7.97E-54,2.33E-53
RFK,471.4277044,7.349294288,0.194387855,37.80737379,0,0
GCNT1,20.95321518,2.864846589,0.24013548,11.93012621,8.24E-33,1.69E-32
PRUNE2,40.75833754,3.92834112,0.239275633,16.41763968,1.43E-60,4.68E-60
VPS13A,4.561366173,0.500369206,0.210443524,2.377688779,0.017421523,0.019531371
GNAQ,2.214539511,-0.903559193,0.153829647,-5.87376498,4.26E-09,5.75E-09
CEP78,69.34833046,4.668507794,0.213917521,21.82386828,1.38E-105,8.69E-105
PSAT1,10.48718758,1.733850508,0.218471677,7.936271354,2.08E-15,3.19E-15
TLE4,32.05605211,3.469505732,0.255362673,13.58658137,4.81E-42,1.15E-41
TLE1,130.7467703,5.555293964,0.186367859,29.80821899,3.06E-195,4.79E-194
RASEF,35.10874765,3.708270654,0.284345978,13.04140358,7.11E-39,1.61E-38
FRMD3,18.2139899,2.708673755,0.239281469,11.32003146,1.04E-29,2.04E-29
IDNK,27.73371138,3.331394408,0.23570513,14.13373738,2.35E-45,5.98E-45
UBQLN1,11.35880567,1.774404626,0.237399747,7.474332432,7.76E-14,1.16E-13
GKAP1,2.530125097,-0.371461706,0.180658494,-2.056154116,0.039767663,0.043771011
KIF27,44.38829411,4.040155857,0.253945841,15.9095177,5.44E-57,1.68E-56
HNRNPK,89.08605872,4.236484701,0.227196267,18.64680595,1.34E-77,5.74E-77
NTRK2,98.94791412,5.216761373,0.200649275,25.99940311,5.03E-149,5.22E-148
AGTPBP1,5.723621888,0.924507725,0.227019535,4.072370793,4.65E-05,5.68E-05
NAA35,77.38796414,4.816190722,0.270573804,17.79991502,7.08E-71,2.74E-70
GOLM1,26.73266815,3.15371377,0.263461851,11.97028623,5.09E-33,1.05E-32
ISCA1,17.66144341,2.496562524,0.166056018,15.03445978,4.37E-51,1.23E-50
GAS1,18.897647,2.77598959,0.256359748,10.82849242,2.52E-27,4.76E-27
DAPK1,76.59742271,4.822885995,0.238675649,20.20686243,8.52E-91,4.38E-90
DAPK1-IT1,7.426504742,1.39953832,0.242820439,5.763675939,8.23E-09,1.11E-08
CTSL,47.73961719,3.228368395,0.244859994,13.18454823,1.08E-39,2.46E-39
SPIN1,89.7790475,4.92138615,0.2425076,20.29373987,1.46E-91,7.61E-91
S1PR3,12.25736937,2.144477328,0.231468074,9.264678663,1.96E-20,3.28E-20
SHC3,9.494452228,1.747181595,0.230296908,7.586648075,3.28E-14,4.93E-14
CKS2,1.985517699,-1.629377622,0.134235973,-12.13815927,6.63E-34,1.39E-33
SECISBP2,6.182734826,0.977581412,0.225430252,4.336513861,1.45E-05,1.79E-05
SEMA4D,4.581205977,0.649368758,0.214905972,3.021641281,0.002514083,0.002911043
AUH,101.5493791,5.221472543,0.235530489,22.16898785,6.84E-109,4.47E-108
NFIL3,17.385585,2.592922282,0.242616692,10.68732022,1.17E-26,2.18E-26
ROR2,6.706389221,1.240082123,0.225182994,5.506997219,3.65E-08,4.82E-08
IARS,68.39287855,4.466585597,0.232399917,19.2193941,2.55E-82,1.17E-81
NOL8,287.4875049,6.635243305,0.209619726,31.6537162,6.74E-220,1.32E-218
CENPP,37.15916467,3.565860293,0.230576095,15.46500426,5.98E-54,1.76E-53
OGN,220.1780157,6.330897753,0.151088998,41.9017786,0,0
OMD,28.53319316,3.383861998,0.251828956,13.43714422,3.66E-41,8.61E-41
ASPN,11.26016095,1.975797902,0.158683165,12.45121306,1.38E-35,2.97E-35
ECM2,176.6578066,5.970618841,0.246921678,24.18021334,3.59E-129,2.98E-128
BICD2,63.67229989,4.53255113,0.203017674,22.32589426,2.07E-110,1.38E-109
ZNF484,584.2053301,7.773671752,0.160539143,48.42228266,0,0
NINJ1,4.574379452,0.503589241,0.212495873,2.369877747,0.017793968,0.01994275
WNK2,7.378357822,1.385266777,0.232826241,5.949788008,2.68E-09,3.64E-09
FAM120AOS,64.15568161,4.474402364,0.220503687,20.29173492,1.52E-91,7.92E-91
FAM120A,34.16492504,3.398277632,0.197475914,17.20856772,2.29E-66,8.25E-66
PHF2,42.82452628,3.956325205,0.221995114,17.82167691,4.80E-71,1.86E-70
PTPDC1,31.39755318,3.533791984,0.254948949,13.86078273,1.09E-43,2.70E-43
ZNF169,23.02162431,3.077717799,0.208449658,14.76480135,2.47E-49,6.73E-49
PCAT7,136.4205373,5.681719733,0.237828316,23.89000536,3.89E-126,3.11E-125
FANCC,46.14456705,4.03281373,0.224687961,17.94850827,4.93E-72,1.94E-71
PTCH1,169.3316488,5.994614717,0.210773531,28.44102239,6.29E-178,8.69E-177
LINC00476,57.80236156,4.392584289,0.198671627,22.10977159,2.55E-108,1.65E-107
